Transaction Date,Post Date,Description,Category,Type,Amount,Memo
04/07/2022,04/08/2022,Amazon.com*1A9OV4JU1,Shopping,Sale,-8.36,
04/04/2022,04/04/2022,REDEMPTION CREDIT,Fees & Adjustments,Adjustment,67.93,
04/02/2022,04/03/2022,Prime Video*1H73J4P61,Shopping,Sale,-4.23,
04/02/2022,04/03/2022,TST* CHADOL,Food & Drink,Sale,-291.61,
04/01/2022,04/03/2022,Amazon.com*1H7LN6P21,Shopping,Sale,-16.72,
04/02/2022,04/03/2022,Blink,Shopping,Sale,-3.18,
03/31/2022,04/01/2022,ALEXA SKILLS*168P20X92 AM,Shopping,Sale,-0.85,
03/30/2022,03/31/2022,COSTCO GAS #1000,Gas,Sale,-42.99,
03/30/2022,03/30/2022,Amazon.com*160YV7JE2,Shopping,Sale,-9.30,
03/29/2022,03/30/2022,AMZN Mktp US*168D78MV0,Shopping,Sale,-7.37,
03/27/2022,03/28/2022,CHOSUN HWARO KOREAN BBQ,Food & Drink,Sale,-110.00,
03/26/2022,03/27/2022,AMZN Mktp US*1N9FG27E2,Shopping,Sale,-16.21,
03/25/2022,03/27/2022,Amazon.com*1N6428YF0,Shopping,Sale,-31.78,
03/24/2022,03/25/2022,AMZN Mktp US*1N58889A0,Shopping,Sale,-150.51,
03/24/2022,03/25/2022,TST* BEN GONG'S TEA - GAI,Food & Drink,Sale,-8.38,
03/25/2022,03/25/2022,AMZN Mktp US*169LI3PZ1,Shopping,Sale,-33.33,
03/23/2022,03/24/2022,Amazon.com*163262ZC1,Shopping,Sale,-308.43,
03/22/2022,03/23/2022,AKIRA RAMEN COLUMBIA,Food & Drink,Sale,-66.29,
03/22/2022,03/22/2022,Payment Thank You-Mobile,,Payment,909.67,
03/19/2022,03/21/2022,TIGER SUGAR,Food & Drink,Sale,-15.71,
03/20/2022,03/21/2022,Amazon.com*1N3JD5SD1,Shopping,Sale,-23.31,
03/17/2022,03/18/2022,Amazon.com*1Z4A756H2,Shopping,Sale,-35.50,
03/17/2022,03/18/2022,Amazon.com*1N1HT1GG1,Shopping,Sale,-11.27,
03/17/2022,03/18/2022,Amazon.com*1Z2ON76Z2,Shopping,Sale,-22.74,
03/14/2022,03/15/2022,WHOLEFDS KMQ #10499,Groceries,Sale,-145.62,
03/14/2022,03/14/2022,Amazon.com*1Z68W2LN2,Shopping,Sale,-10.00,
03/14/2022,03/14/2022,Prime Video*1Z2SA6H30,Shopping,Sale,-4.23,
03/11/2022,03/14/2022,SEOUL GOOL DAE GEE,Food & Drink,Sale,-170.32,
03/11/2022,03/13/2022,SQ *BURTONSVILLE DRIVING,Education,Sale,-50.00,
03/10/2022,03/10/2022,AMZN Mktp US*1W4CP48M2,Shopping,Sale,-19.38,
03/09/2022,03/09/2022,Amazon.com*1Z47A2E61,Shopping,Sale,-8.99,
03/09/2022,03/09/2022,Amazon.com*1Z5Y46EN1,Shopping,Sale,-10.97,
03/06/2022,03/07/2022,Amazon.com*1W9RG6NH2,Shopping,Sale,-5.98,
03/05/2022,03/06/2022,AMZN Mktp US*1W6396OO2,Shopping,Sale,-39.22,
03/05/2022,03/06/2022,AMZN Mktp US*1W3M01O82,Shopping,Sale,-10.59,
03/05/2022,03/06/2022,AMZN Mktp US*1W8Y27FP2,Shopping,Sale,-17.94,
03/04/2022,03/06/2022,Amazon.com*1W9SE8SO1,Shopping,Sale,-16.80,
03/04/2022,03/04/2022,AMZN Mktp US*1W2O49QP1,Shopping,Sale,-14.83,
03/01/2022,03/02/2022,TST* BEN GONG'S TEA - ELL,Food & Drink,Sale,-15.64,
03/02/2022,03/02/2022,Blink,Shopping,Sale,-3.18,
03/01/2022,03/01/2022,Amazon Digit*1I33K3GC2,Shopping,Sale,-0.85,
02/25/2022,02/27/2022,ROYAL FARMS #54,Gas,Sale,-66.54,
02/25/2022,02/27/2022,TRADER JOE'S #658  QPS,Groceries,Sale,-132.78,
02/26/2022,02/27/2022,QUICK FIX EYEGLASS RPR,Health & Wellness,Sale,-61.00,
02/26/2022,02/27/2022,Amazon.com*1I0G53QN0,Shopping,Sale,-4.07,
02/25/2022,02/25/2022,Amazon.com*1I6N36KK1,Shopping,Sale,-4.75,
02/22/2022,02/23/2022,Amazon.com*1I2AM75L1,Shopping,Sale,-26.48,
02/22/2022,02/22/2022,Payment Thank You-Mobile,,Payment,793.26,
02/17/2022,02/18/2022,Amazon.com*PL93D19B3,Shopping,Sale,-8.30,
02/17/2022,02/18/2022,TIGER SUGAR,Food & Drink,Sale,-15.71,
02/17/2022,02/18/2022,Amazon.com*MP5N55Q23,Shopping,Sale,-22.74,
02/13/2022,02/14/2022,REDEMPTION CREDIT,Fees & Adjustments,Adjustment,31.92,
02/12/2022,02/13/2022,Amazon.com*YC3283AP3,Shopping,Sale,-10.00,
02/12/2022,02/13/2022,AMZN Mktp US*500VR65E3,Shopping,Sale,-74.14,
02/11/2022,02/11/2022,Amazon.com*LE53P62Z3,Shopping,Sale,-22.29,
02/10/2022,02/11/2022,TIGER SUGAR,Food & Drink,Sale,-12.51,
02/10/2022,02/10/2022,AMZN Mktp US*HZ1TH08S3,Shopping,Sale,-37.79,
02/09/2022,02/10/2022,AMZN Mktp US*0Z45R8JP3,Shopping,Sale,-37.29,
02/08/2022,02/08/2022,Amazon.com*WH40D7VS3,Shopping,Sale,-13.99,
02/06/2022,02/06/2022,Prime Video*TH3GD5UV3,Shopping,Sale,-4.23,
02/05/2022,02/06/2022,Amazon.com*K022586T3,Shopping,Sale,-22.13,
02/04/2022,02/04/2022,AMZN Mktp US*M54AT9DK3,Shopping,Sale,-21.82,
02/02/2022,02/02/2022,Blink,Shopping,Sale,-3.18,
02/01/2022,02/02/2022,AMZN Mktp US*BK32D9VL3,Shopping,Sale,-13.54,
01/31/2022,02/01/2022,Amazon.com*6Q0WF67P3,Shopping,Sale,-14.83,
01/31/2022,02/01/2022,Amazon Digit*CM3OC4N83,Shopping,Sale,-0.85,
01/31/2022,02/01/2022,Amazon.com*FQ3OZ1PE3,Shopping,Sale,-33.91,
01/30/2022,01/31/2022,Amazon.com*F85V81HJ3,Shopping,Sale,-12.70,
01/28/2022,01/30/2022,H MART - ELLICOTT CITY,Groceries,Sale,-251.51,
01/30/2022,01/30/2022,Amazon.com*X081Z6JE3,Shopping,Sale,-20.99,
01/29/2022,01/30/2022,Prime Video*X207T08N3,Shopping,Sale,-4.23,
01/28/2022,01/30/2022,TST* BEN GONG'S TEA - GAI,Food & Drink,Sale,-18.71,
01/30/2022,01/30/2022,Prime Video*F23VC6Q83,Shopping,Sale,-4.23,
01/30/2022,01/30/2022,Amazon.com*H50TG0HP3,Shopping,Sale,-29.67,
01/27/2022,01/28/2022,AMZN Mktp US*WK9DP8AC3,Shopping,Sale,-37.73,
01/26/2022,01/27/2022,AMZN Mktp US*JR94I5RO3,Shopping,Sale,-31.79,
01/25/2022,01/25/2022,AMZN Mktp US*N63F88IH3,Shopping,Sale,-9.99,
01/23/2022,01/24/2022,SQ *ONETEA ROCKVILLE,Food & Drink,Sale,-18.29,
01/23/2022,01/23/2022,Amazon.com*PW6DD1V93,Shopping,Sale,-11.86,
01/22/2022,01/23/2022,Payment Thank You-Mobile,,Payment,845.16,
01/22/2022,01/23/2022,Prime Video*3Z2GP8OK3,Shopping,Sale,-4.23,
01/17/2022,01/18/2022,Amazon.com*FV0N25U83,Shopping,Sale,-22.74,
01/13/2022,01/13/2022,Amazon.com*659ME5AE3,Shopping,Sale,-13.00,
01/13/2022,01/13/2022,AMZN Mktp US*1T82E1SA0,Shopping,Sale,-28.59,
01/11/2022,01/11/2022,REDEMPTION CREDIT,Fees & Adjustments,Adjustment,40.70,
01/10/2022,01/10/2022,AMZ*Surfshark Inc,Shopping,Sale,-63.35,
01/08/2022,01/09/2022,Amazon.com*D97IS0393,Shopping,Sale,-36.92,
01/07/2022,01/09/2022,Amazon.com*GK6Y73QF3,Shopping,Sale,-29.93,
01/08/2022,01/09/2022,AMZN Mktp US*G499E1DS3,Shopping,Sale,-35.96,
01/09/2022,01/09/2022,Prime Video*583344TT3,Shopping,Sale,-4.23,
01/07/2022,01/09/2022,COSTCO WHSE #1000,Shopping,Sale,-226.11,
01/06/2022,01/06/2022,Amazon.com*4O7GL8CH3,Shopping,Sale,-5.82,
01/05/2022,01/05/2022,Amazon.com*R51FL9QR3,Shopping,Sale,-22.49,
01/05/2022,01/05/2022,Amazon.com*I68TV2053,Shopping,Sale,-14.98,
01/04/2022,01/05/2022,TST* BEN GONG'S TEA - GAI,Food & Drink,Sale,-13.63,
01/03/2022,01/03/2022,AMZN Mktp US*HY8MN4823,Shopping,Sale,-52.72,
01/02/2022,01/03/2022,AMZN Mktp US*SF5EN35L3,Shopping,Sale,-38.14,
01/02/2022,01/02/2022,Blink,Shopping,Sale,-3.18,
12/31/2021,01/02/2022,Amazon Digit*Y62WL9LX3,Shopping,Sale,-0.85,
12/28/2021,12/30/2021,MAPLE LAWN B P,Automotive,Sale,-2.00,
12/28/2021,12/29/2021,Amazon.com*7H3918SU3,Shopping,Sale,-15.99,
12/28/2021,12/29/2021,BP#9323015MAPLE LAWN BP,Gas,Sale,-44.37,
12/28/2021,12/29/2021,WHOLEFDS KMQ #10499,Groceries,Sale,-188.60,
12/28/2021,12/29/2021,BP#9323015MAPLE LAWN BP,Gas,Sale,-22.26,
12/22/2021,12/22/2021,Payment Thank You-Mobile,,Payment,985.67,
12/20/2021,12/21/2021,FULTON ANIMAL HOSPITAL LL,Personal,Sale,-50.00,
12/16/2021,12/17/2021,Amazon.com*AO5ZV7183,Shopping,Sale,-16.85,
12/13/2021,12/14/2021,KOKEE TEA,Groceries,Sale,-13.24,
12/09/2021,12/12/2021,SEOUL GOOL DAE GEE,Food & Drink,Sale,-95.43,
12/03/2021,12/05/2021,AMZN Mktp US*EY49448O3,Shopping,Sale,-9.99,
12/03/2021,12/05/2021,H MART - ELLICOTT CITY,Groceries,Sale,-278.77,
12/04/2021,12/05/2021,AMZ*Wikipedia Gift,Gifts & Donations,Sale,-3.10,
12/03/2021,12/05/2021,Amazon Prime*QF5JH2H23,Bills & Utilities,Sale,-62.54,
12/03/2021,12/03/2021,AMZN Mktp US*O67UF9QA3,Shopping,Sale,-9.69,
12/02/2021,12/02/2021,Blink,Shopping,Sale,-3.18,
11/30/2021,12/01/2021,Amazon Digit*PV4RF95V3,Shopping,Sale,-0.85,
11/30/2021,12/01/2021,INSTACART,Groceries,Sale,-72.97,
11/30/2021,11/30/2021,Amazon.com*L675W3F93,Shopping,Sale,-15.88,
11/30/2021,11/30/2021,AMZN Mktp US*HS5NZ1EG3,Shopping,Sale,-25.43,
11/29/2021,11/29/2021,Amazon.com*EV1UZ42C3,Shopping,Sale,-7.41,
11/28/2021,11/29/2021,TST* BEN GONG'S TEA - ELL,Food & Drink,Sale,-14.05,
11/27/2021,11/28/2021,Prime Video*ON0853JY3,Shopping,Sale,-2.64,
11/27/2021,11/28/2021,Amazon.com*9Q3456OG3,Shopping,Sale,-7.41,
11/27/2021,11/28/2021,Prime Video*S05J80I63,Shopping,Sale,-4.23,
11/25/2021,11/26/2021,WHOLEFDS KMQ #10499,Groceries,Sale,-93.99,
11/23/2021,11/24/2021,AMZN Mktp US*XL6NU17Y3,Shopping,Sale,-11.65,
11/22/2021,11/22/2021,Payment Thank You-Mobile,,Payment,821.99,
11/21/2021,11/22/2021,TST* Gyuzo,Food & Drink,Sale,-134.13,
11/21/2021,11/22/2021,AMZN Mktp US*9U3BY7KZ3,Shopping,Sale,-35.29,
11/19/2021,11/21/2021,Amazon.com*F317C0XU3,Shopping,Sale,-16.95,
11/17/2021,11/18/2021,Amazon.com*003A15DQ3,Shopping,Sale,-21.60,
11/11/2021,11/12/2021,Amazon.com*SS4YI2GW3,Shopping,Sale,-66.40,
11/05/2021,11/07/2021,FULTON ANIMAL HOSPITAL LL,Personal,Sale,-9.50,
11/04/2021,11/05/2021,Amazon.com*7135M3JX3,Shopping,Sale,-24.36,
11/02/2021,11/02/2021,Blink,Shopping,Sale,-3.18,
11/01/2021,11/01/2021,Amazon Digit*L73S02EI3,Shopping,Sale,-0.85,
10/30/2021,10/31/2021,Amazon.com*6753D6GQ3,Shopping,Sale,-24.16,
10/28/2021,10/29/2021,COSTCO WHSE #1000,Shopping,Sale,-366.49,
10/28/2021,10/28/2021,REDEMPTION CREDIT,Fees & Adjustments,Adjustment,36.99,
10/27/2021,10/28/2021,Amazon.com*N47EX91F3,Shopping,Sale,-17.27,
10/25/2021,10/26/2021,Amazon.com*GF6995H23,Shopping,Sale,-6.23,
10/25/2021,10/26/2021,Amazon.com*9F7M04IN3,Shopping,Sale,-33.24,
10/23/2021,10/26/2021,SEOUL GOOL DAE GEE,Food & Drink,Sale,-89.00,
10/24/2021,10/26/2021,MAPLE LAWN B P,Automotive,Sale,-2.00,
10/23/2021,10/24/2021,AMZN Mktp US*2Y83L1XX2,Shopping,Sale,-31.79,
10/22/2021,10/24/2021,SQ *BLUE CRABS UNLIMITED,Food & Drink,Sale,-90.50,
10/21/2021,10/22/2021,AMZN Mktp US*2Y1AN3BS0,Shopping,Sale,-13.77,
10/21/2021,10/22/2021,Amazon.com*2Y8A59JU2,Shopping,Sale,-19.08,
10/22/2021,10/22/2021,Payment Thank You-Mobile,,Payment,721.53,
10/20/2021,10/21/2021,Amazon.com*2Y2BD7HD1,Shopping,Sale,-38.56,
10/20/2021,10/21/2021,Amazon Tips*2Y8UM8VS0,Shopping,Sale,-1.00,
10/19/2021,10/20/2021,Amazon.com*2Y67H90W0,Groceries,Sale,-40.86,
10/19/2021,10/20/2021,AMZN Mktp US*2Y8XE9GB1,Shopping,Sale,-42.39,
10/19/2021,10/19/2021,Amazon.com*2Y7D57A70,Shopping,Sale,-5.63,
10/18/2021,10/18/2021,Amazon.com*2Y8SI5TV1,Shopping,Sale,-21.20,
10/16/2021,10/18/2021,DENIZENS BREWING - SILVE,Food & Drink,Sale,-26.98,
10/18/2021,10/18/2021,AMZN Mktp US*2Y1C57360,Shopping,Sale,-15.99,
10/14/2021,10/15/2021,Amazon Tips*2709A2UN0,Shopping,Sale,-2.00,
10/13/2021,10/14/2021,Amazon.com*271W662Y0,Groceries,Sale,-51.36,
10/12/2021,10/12/2021,Amazon.com*273MO9B70,Shopping,Sale,-14.83,
10/12/2021,10/12/2021,Amazon.com*2727N2DP1,Shopping,Sale,-10.49,
10/11/2021,10/11/2021,AMZN Mktp US*276QF8B91,Shopping,Sale,-26.34,
10/08/2021,10/10/2021,AMZN Mktp US*2775Q2AW0,Shopping,Sale,-20.90,
10/09/2021,10/10/2021,AMZN Mktp US*277NH74M2,Shopping,Sale,-14.82,
10/07/2021,10/08/2021,AMZN Mktp US*275742J30,Shopping,Sale,-55.09,
10/07/2021,10/08/2021,Amazon Tips*2C92V3WT2,Shopping,Sale,-1.00,
10/07/2021,10/07/2021,REDEMPTION CREDIT,Fees & Adjustments,Adjustment,46.57,
10/06/2021,10/07/2021,Amazon.com*2C7PF6U72,Groceries,Sale,-60.04,
10/02/2021,10/03/2021,COSTCO WHSE #1000,Shopping,Sale,-118.72,
10/02/2021,10/03/2021,Blink,Shopping,Sale,-3.18,
09/30/2021,10/01/2021,AMZN Mktp US*2C5A43DJ1,Shopping,Sale,-12.70,
09/30/2021,10/01/2021,Amazon Digit*2C53X0840,Shopping,Sale,-0.85,
09/29/2021,09/30/2021,Amazon.com*2C3AT86E1,Shopping,Sale,-18.91,
09/29/2021,09/30/2021,AMZN Mktp US*2C30N2MF0,Shopping,Sale,-21.19,
09/28/2021,09/29/2021,AMZN Mktp US*2C9JG1HG1,Shopping,Sale,-14.83,
09/26/2021,09/27/2021,AMZN Mktp US*2C0E37PK1,Shopping,Sale,-59.45,
09/25/2021,09/26/2021,Amazon Tips*2C9GU1021,Shopping,Sale,-1.50,
09/24/2021,09/26/2021,Amazon.com*2C30T2NK0,Groceries,Sale,-38.52,
09/25/2021,09/26/2021,AMZN Mktp US*2C1PS5EK1,Shopping,Sale,-10.59,
09/22/2021,09/22/2021,Payment Thank You-Mobile,,Payment,1710.10,
09/20/2021,09/21/2021,AMZN Mktp US*2G29X9Y71,Shopping,Sale,-26.99,
09/20/2021,09/21/2021,Amazon.com*2G6X27I40,Shopping,Sale,-15.92,
09/21/2021,09/21/2021,Amazon.com*2G5ZH35T2,Shopping,Sale,-14.83,
09/18/2021,09/20/2021,MAPLE LAWN B P,Automotive,Sale,-2.00,
09/20/2021,09/20/2021,Amazon.com*2G8Q719E0,Shopping,Sale,-7.52,
09/20/2021,09/20/2021,Amazon.com*2G2DU6900,Shopping,Sale,-2.06,
09/18/2021,09/20/2021,HOT POT HERO.,Food & Drink,Sale,-106.19,
09/19/2021,09/20/2021,AMZN Mktp US*2G07R9UK1,Shopping,Sale,-21.14,
09/19/2021,09/19/2021,REDEMPTION CREDIT,Fees & Adjustments,Adjustment,90.64,
09/18/2021,09/19/2021,BP#9323015MAPLE LAWN BP,Gas,Sale,-63.83,
09/17/2021,09/19/2021,Amazon.com*2G4XL12Z1,Shopping,Sale,-33.76,
09/18/2021,09/19/2021,AMZN Mktp US*2G5MF7AF2,Shopping,Sale,-26.50,
09/18/2021,09/19/2021,Amazon.com*2G9M32AN2,Shopping,Sale,-11.97,
09/17/2021,09/19/2021,Amazon.com*2G00V6JF2,Shopping,Sale,-21.60,
09/16/2021,09/16/2021,AMZN Mktp US*2G6FS66H1,Shopping,Sale,-9.53,
09/13/2021,09/14/2021,Amazon.com*255NG6R92,Shopping,Sale,-6.35,
09/13/2021,09/14/2021,Amazon.com*2561B0RL2,Shopping,Sale,-19.05,
09/12/2021,09/13/2021,Amazon Tips*2G9IL8GB1,Shopping,Sale,-5.00,
09/10/2021,09/13/2021,MVA COLUMBIA POS,Bills & Utilities,Sale,-50.00,
09/11/2021,09/12/2021,GROCERY WEEE!,Groceries,Return,8.99,
09/10/2021,09/12/2021,FULTON ANIMAL HOSPITAL LL,Personal,Sale,-9.50,
09/11/2021,09/12/2021,Amazon.com*259IK7K22,Groceries,Sale,-32.63,
09/10/2021,09/12/2021,Amazon.com*253VO3DV2,Shopping,Sale,-13.59,
09/09/2021,09/10/2021,FULTON ANIMAL HOSPITAL LL,Personal,Sale,-704.21,
09/08/2021,09/09/2021,GROCERY WEEE!,Groceries,Sale,-98.96,
09/08/2021,09/09/2021,AMZN Mktp US*255VX55E2,Shopping,Sale,-28.59,
09/07/2021,09/08/2021,AMZN Mktp US*2G9S12OI1,Shopping,Sale,-76.31,
09/06/2021,09/07/2021,GRILLMARX STEAKHOUSE C,Food & Drink,Sale,-172.06,
09/05/2021,09/06/2021,AMZN Mktp US*255IL2RY0,Shopping,Sale,-31.79,
09/04/2021,09/05/2021,AMZN Mktp US*259XK4UT1,Shopping,Sale,-12.71,
09/04/2021,09/05/2021,Amazon.com*254YR99Z0,Shopping,Sale,-36.02,
09/02/2021,09/02/2021,DOORDASH*AN LOI,Food & Drink,Sale,-35.43,
09/02/2021,09/02/2021,Blink,Shopping,Sale,-3.18,
08/31/2021,09/01/2021,Amazon Digit*250GP6BZ1,Shopping,Sale,-0.85,
08/31/2021,09/01/2021,AMZN Mktp US,Shopping,Return,26.38,
08/31/2021,08/31/2021,Amazon.com*251TS6MR0,Shopping,Sale,-17.26,
08/29/2021,08/30/2021,AMZN Mktp US*254725G11,Shopping,Sale,-14.83,
08/29/2021,08/30/2021,Amazon Tips*253CV6PY0,Shopping,Sale,-5.00,
08/29/2021,08/30/2021,AMZN Mktp US*256Q80GH1,Shopping,Sale,-18.12,
08/27/2021,08/30/2021,HAIR CO CO,Personal,Sale,-59.00,
08/29/2021,08/29/2021,Payment Thank You-Mobile,,Payment,724.62,
08/28/2021,08/29/2021,AMZN Mktp US*2D6EW69T2,Shopping,Sale,-26.38,
08/27/2021,08/29/2021,AMZN Mktp US*2D5394732,Shopping,Sale,-13.77,
08/28/2021,08/29/2021,Amazon.com*254ZQ21W1,Groceries,Sale,-39.42,
08/27/2021,08/27/2021,AMZN Mktp US*2D9SI9K82,Shopping,Sale,-30.72,
08/24/2021,08/25/2021,AMZN Mktp US*2D0TV0YU0,Shopping,Sale,-13.77,
08/24/2021,08/25/2021,Amazon.com*251V86FL1,Shopping,Sale,-41.33,
08/23/2021,08/24/2021,AMZN Mktp US*252MJ7O61,Shopping,Sale,-26.49,
08/24/2021,08/24/2021,Amazon.com*253M37FJ1,Shopping,Sale,-6.21,
08/23/2021,08/24/2021,AMZN Mktp US*2D5XT2I50,Shopping,Sale,-133.34,
08/22/2021,08/23/2021,Amazon.com*2D3XJ5V02,Shopping,Sale,-403.86,
08/23/2021,08/23/2021,AMZN Mktp US*2D2J75Y41,Shopping,Sale,-68.90,
08/22/2021,08/22/2021,Payment Thank You-Mobile,,Payment,1386.59,
08/19/2021,08/20/2021,Amazon Tips*2D6TU12W1,Shopping,Sale,-2.00,
08/20/2021,08/20/2021,Amazon.com*2D69B50L2,Shopping,Sale,-19.07,
08/19/2021,08/20/2021,AMZN Mktp US*2D0DB8EG2,Shopping,Sale,-28.95,
08/18/2021,08/19/2021,Amazon.com*2D13263Q2,Groceries,Sale,-47.25,
08/17/2021,08/18/2021,AMZN Mktp US*2D94P3831,Shopping,Sale,-129.87,
08/16/2021,08/17/2021,Amazon.com*2D5LE5HP1,Shopping,Sale,-47.69,
08/15/2021,08/16/2021,Amazon.com*2P4DC9YJ2,Shopping,Sale,-11.98,
08/14/2021,08/15/2021,Amazon.com*2P3SU1RN2,Shopping,Sale,-18.44,
08/14/2021,08/15/2021,AMZN Mktp US*2P3R53RU2,Shopping,Sale,-262.54,
08/12/2021,08/13/2021,Amazon.com*2D2WW4EM1,Shopping,Sale,-26.49,
08/11/2021,08/12/2021,Amazon.com*2P4UM66Y2,Shopping,Sale,-12.62,
08/11/2021,08/12/2021,Amazon.com*2D6887NM1,Shopping,Sale,-15.19,
08/11/2021,08/12/2021,AMZN Mktp US*2D48G23X1,Shopping,Sale,-26.49,
08/11/2021,08/12/2021,AMZN Mktp US*2D9L26OB0,Shopping,Sale,-9.38,
08/10/2021,08/11/2021,Amazon.com*2D2AN9LV1,Shopping,Sale,-14.92,
08/10/2021,08/11/2021,Amazon.com*2P3MR48K2,Shopping,Sale,-47.69,
08/10/2021,08/11/2021,AMZN Mktp US*2P5TW7BT2,Shopping,Sale,-10.95,
08/09/2021,08/10/2021,WHOLEFDS KMQ #10499,Groceries,Sale,-53.48,
08/09/2021,08/10/2021,Amazon.com*2P10M8ID0,Shopping,Sale,-12.29,
08/09/2021,08/09/2021,Amazon.com*2P44D5910,Shopping,Sale,-18.00,
08/09/2021,08/09/2021,AMZN Mktp US*2P5E49MQ2,Shopping,Sale,-10.72,
08/07/2021,08/08/2021,Amazon.com*2P74Z8I51,Shopping,Sale,-26.71,
08/06/2021,08/08/2021,Amazon.com*2P64537S1,Shopping,Sale,-19.30,
08/04/2021,08/05/2021,AMZN Mktp US*2P89F1SQ1,Shopping,Sale,-39.92,
08/02/2021,08/03/2021,AMZN Mktp US*2P8DY2NY2,Shopping,Sale,-21.15,
08/01/2021,08/02/2021,Amazon.com*2P5CQ6ER0,Shopping,Sale,-5.28,
08/02/2021,08/02/2021,Blink,Shopping,Sale,-3.18,
07/31/2021,08/01/2021,ALEXA SKILLS*2P8E97JK0 AM,Shopping,Sale,-0.85,
07/30/2021,08/01/2021,AMZN Mktp US*2P8PZ8Z30,Shopping,Sale,-45.56,
07/31/2021,08/01/2021,Amazon.com*2P1ZI1OL2,Shopping,Sale,-9.53,
07/31/2021,08/01/2021,AMZN Mktp US*2P1MV9T80,Shopping,Sale,-65.61,
07/29/2021,07/30/2021,AMZN Mktp US*2E9CA79M2,Shopping,Sale,-7.90,
07/28/2021,07/29/2021,Amazon.com*2P13I4TC1,Shopping,Sale,-10.53,
07/27/2021,07/29/2021,Amazon.com*2P1G88TD1,Shopping,Sale,-27.93,
07/27/2021,07/29/2021,THE HOME DEPOT 2571,Home,Sale,-21.18,
07/25/2021,07/27/2021,Amazon.com*2P3LY0LA1,Shopping,Sale,-5.43,
07/23/2021,07/25/2021,Amazon.com*2E3548Q60,Shopping,Sale,-21.19,
07/23/2021,07/25/2021,AMZN Mktp US*2E0OT3X42,Shopping,Sale,-23.42,
07/24/2021,07/25/2021,Amazon.com*2E8RL75Q2,Shopping,Sale,-19.07,
07/22/2021,07/23/2021,AMZN Mktp US*2E6558G72,Shopping,Sale,-37.77,
07/22/2021,07/23/2021,Amazon.com*2E5G22RQ1,Shopping,Sale,-6.98,
07/22/2021,07/23/2021,Amazon.com*2E7ON8GA2,Shopping,Sale,-8.40,
07/22/2021,07/23/2021,AMZN Mktp US*2E9JQ8IO1,Shopping,Sale,-13.30,
07/22/2021,07/23/2021,AMZN Mktp US*2E3IS6BC0,Shopping,Sale,-17.48,
07/22/2021,07/23/2021,AMZN Mktp US*2E2OR0GT2,Shopping,Sale,-25.43,
07/22/2021,07/23/2021,AMZN Mktp US*2E8N47HD0,Shopping,Sale,-11.90,
07/22/2021,07/22/2021,Payment Thank You-Mobile,,Payment,1309.67,
07/21/2021,07/22/2021,AMZN Mktp US*2E7CC05W0,Shopping,Sale,-13.08,
07/21/2021,07/22/2021,Amazon.com*2E5EM8VY0,Shopping,Sale,-7.17,
07/19/2021,07/21/2021,Amazon.com*2E81J9JB2,Shopping,Sale,-33.76,
07/20/2021,07/21/2021,Amazon.com*2E15M5XO0,Shopping,Sale,-11.57,
07/18/2021,07/20/2021,AMZN Mktp US*2E03P5ZM2,Shopping,Sale,-9.53,
07/19/2021,07/20/2021,Amazon.com*2E28Z7382,Shopping,Sale,-19.96,
07/17/2021,07/19/2021,Amazon.com*2E1944B81,Shopping,Sale,-75.43,
07/14/2021,07/16/2021,AMZN Mktp US*2E6U70PU1,Shopping,Sale,-10.59,
07/14/2021,07/15/2021,Amazon.com*2E6BX4E81,Shopping,Sale,-11.54,
07/14/2021,07/15/2021,Amazon.com*2E3D91C20,Shopping,Sale,-20.45,
07/13/2021,07/14/2021,Amazon.com*293WA7WS0,Shopping,Sale,-22.23,
07/13/2021,07/14/2021,Amazon.com*290121RE0,Shopping,Sale,-9.45,
07/11/2021,07/13/2021,Amazon.com*2986R49B0,Shopping,Sale,-13.75,
07/11/2021,07/13/2021,Amazon.com*2994X37S0,Shopping,Sale,-14.82,
07/10/2021,07/12/2021,Prime Video*293KK02T0,Shopping,Sale,-12.71,
07/08/2021,07/11/2021,Prime Video*296Q428X0,Shopping,Sale,-19.07,
07/10/2021,07/11/2021,Amazon.com*298UM8BC2,Shopping,Sale,-25.74,
07/06/2021,07/07/2021,Amazon.com*297NY2901,Shopping,Sale,-13.77,
07/05/2021,07/06/2021,Amazon Tips*295UT22U1,Shopping,Sale,-3.00,
07/05/2021,07/06/2021,AMZN Mktp US*2914Z8160,Shopping,Sale,-19.05,
07/04/2021,07/05/2021,Amazon.com*292BH20F0,Groceries,Sale,-112.85,
07/04/2021,07/05/2021,Amazon.com*293JP9ZS2,Shopping,Sale,-10.52,
07/04/2021,07/05/2021,Amazon.com*290IB7E90,Shopping,Sale,-22.24,
07/03/2021,07/05/2021,Amazon.com*293SE4A80,Shopping,Sale,-21.05,
07/04/2021,07/05/2021,AMZN Mktp US*291735DT1,Shopping,Sale,-5.29,
07/01/2021,07/05/2021,HAMPTON INN CLAYTON,Travel,Sale,-183.07,
07/03/2021,07/04/2021,Amazon.com*292GC96E1,Shopping,Sale,-21.71,
07/03/2021,07/04/2021,Amazon.com*291930AU0,Shopping,Sale,-5.29,
07/02/2021,07/04/2021,Amazon.com*297B58891,Shopping,Sale,-10.58,
07/02/2021,07/04/2021,Blink,Shopping,Sale,-3.18,
